User's manual r01uh0146jj0340-rl78g13; Version 1.00; June 20, 2018
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
TDR16,6. 2. 2 タイマ・データ・レジスタmn（TDRmn）,"図6－7タイマ・データ・レジスタmn（TDRmn）（n=0,2,4-7）のフォーマット",,,
TDR17,6. 2. 2 タイマ・データ・レジスタmn（TDRmn）,"図6－7タイマ・データ・レジスタmn（TDRmn）（n=0,2,4-7）のフォーマット",,,
ITMC,8. 3. 3 インターバル・タイマ・コントロール・レジスタ（ITMC）,図8－4インターバル・タイマ・コントロール・レジスタ（ITMC）のフォーマット,,,
SEC,7. 3. 5 秒カウント・レジスタ（SEC）,図7－6秒カウント・レジスタ（SEC）のフォーマット,,,
MIN,7. 3. 6 分カウント・レジスタ（MIN）,図7－7分カウント・レジスタ（MIN）のフォーマット,,,
HOUR,7. 3. 7 時カウント・レジスタ（HOUR）,図7－8時カウント・レジスタ（HOUR）のフォーマット,,,
WEEK,7. 3. 9 曜日カウント・レジスタ（WEEK）,図7－10曜日カウント・レジスタ（WEEK）のフォーマット,,,
DAY,7. 3. 8 日カウント・レジスタ（DAY）,図7－9日カウント・レジスタ（DAY）のフォーマット,,,
MONTH,7. 3. 10 月カウント・レジスタ（MONTH）,図7－11月カウント・レジスタ（MONTH）のフォーマット,,,
YEAR,7. 3. 11 年カウント・レジスタ（YEAR）,図7－12年カウント・レジスタ（YEAR）のフォーマット,,,
SUBCUD,7. 3. 12 時計誤差補正レジスタ（SUBCUD）,図7－13時計誤差補正レジスタ（SUBCUD）のフォーマット,,,
ALARMWM,7. 3. 13 アラーム分レジスタ（ALARMWM）,図7－14アラーム分レジスタ（ALARMWM）のフォーマット,,,
ALARMWH,7. 3. 14 アラーム時レジスタ（ALARMWH）,図7－15アラーム時レジスタ（ALARMWH）のフォーマット,,,
ALARMWW,7. 3. 15 アラーム曜日レジスタ（ALARMWW）,図7－16アラーム曜日レジスタ（ALARMWW）のフォーマット,,,
RTCC0,7. 3. 3 リアルタイム・クロック・コントロール・レジスタ0（RTCC0）,図7－4リアルタイム・クロック・コントロール・レジスタ0（RTCC0）のフォーマット,,,
RCLOE1,7. 3. 3 リアルタイム・クロック・コントロール・レジスタ0（RTCC0）,図7－4リアルタイム・クロック・コントロール・レジスタ0（RTCC0）のフォーマット,2,,
RTCE,7. 3. 3 リアルタイム・クロック・コントロール・レジスタ0（RTCC0）,図7－4リアルタイム・クロック・コントロール・レジスタ0（RTCC0）のフォーマット,2,,
RTCC1,7. 3. 4 リアルタイム・クロック・コントロール・レジスタ1（RTCC1）,図7－5リアルタイム・クロック・コントロール・レジスタ1（RTCC1）のフォーマット（1/2）,,,
RWAIT,7. 3. 4 リアルタイム・クロック・コントロール・レジスタ1（RTCC1）,図7－5リアルタイム・クロック・コントロール・レジスタ1（RTCC1）のフォーマット（2/2）,2,,
RWST,7. 3. 4 リアルタイム・クロック・コントロール・レジスタ1（RTCC1）,図7－5リアルタイム・クロック・コントロール・レジスタ1（RTCC1）のフォーマット（2/2）,1,,
RIFG,7. 3. 4 リアルタイム・クロック・コントロール・レジスタ1（RTCC1）,図7－5リアルタイム・クロック・コントロール・レジスタ1（RTCC1）のフォーマット（1/2）,2,,
WAFG,7. 3. 4 リアルタイム・クロック・コントロール・レジスタ1（RTCC1）,図7－5リアルタイム・クロック・コントロール・レジスタ1（RTCC1）のフォーマット（1/2）,3,,
WALIE,7. 3. 4 リアルタイム・クロック・コントロール・レジスタ1（RTCC1）,図7－5リアルタイム・クロック・コントロール・レジスタ1（RTCC1）のフォーマット（1/2）,4,,
WALE,7. 3. 4 リアルタイム・クロック・コントロール・レジスタ1（RTCC1）,図7－5リアルタイム・クロック・コントロール・レジスタ1（RTCC1）のフォーマット（1/2）,2,,
CMC,5. 3. 1 クロック動作モード制御レジスタ（CMC）,図5－2クロック動作モード制御レジスタ（CMC）のフォーマット,,,
CSC,5. 3. 3 クロック動作ステータス制御レジスタ（CSC）,図5－4クロック動作ステータス制御レジスタ（CSC）のフォーマット,,,
HIOSTOP,5. 3. 3 クロック動作ステータス制御レジスタ（CSC）,図5－4クロック動作ステータス制御レジスタ（CSC）のフォーマット,2,,
XTSTOP,5. 3. 3 クロック動作ステータス制御レジスタ（CSC）,図5－4クロック動作ステータス制御レジスタ（CSC）のフォーマット,2,,
MSTOP,5. 3. 3 クロック動作ステータス制御レジスタ（CSC）,図5－4クロック動作ステータス制御レジスタ（CSC）のフォーマット,2,,
OSTC,5. 3. 4 発振安定時間カウンタ状態レジスタ（OSTC）,図5－5発振安定時間カウンタ状態レジスタ（OSTC）のフォーマット,,,
OSTS,5. 3. 5 発振安定時間選択レジスタ（OSTS）,図5－6発振安定時間選択レジスタ（OSTS）のフォーマット,,,
CKC,5. 3. 2 システム・クロック制御レジスタ（CKC）,図5－3システム・クロック制御レジスタ（CKC）のフォーマット,,,
MCM0,5. 3. 2 システム・クロック制御レジスタ（CKC）,図5－3システム・クロック制御レジスタ（CKC）のフォーマット,2,,
MCS,5. 3. 2 システム・クロック制御レジスタ（CKC）,図5－3システム・クロック制御レジスタ（CKC）のフォーマット,2,,
CSS,5. 3. 2 システム・クロック制御レジスタ（CKC）,図5－3システム・クロック制御レジスタ（CKC）のフォーマット,2,,
CLS,5. 3. 2 システム・クロック制御レジスタ（CKC）,図5－3システム・クロック制御レジスタ（CKC）のフォーマット,2,,
CKS0,9. 3. 1 クロック出力選択レジスタn（CKSn）,図9－2クロック出力選択レジスタn（CKSn）のフォーマット,,,
PCLOE0,9. 3. 1 クロック出力選択レジスタn（CKSn）,図9－2クロック出力選択レジスタn（CKSn）のフォーマット,2,,PCLOEn
CKS1,9. 3. 1 クロック出力選択レジスタn（CKSn）,図9－2クロック出力選択レジスタn（CKSn）のフォーマット,,,
PCLOE1,9. 3. 1 クロック出力選択レジスタn（CKSn）,図9－2クロック出力選択レジスタn（CKSn）のフォーマット,2,,PCLOEn
RESF,19. 3. 1 リセット・コントロール・フラグ・レジスタ（RESF）,図19－4リセット・コントロール・フラグ・レジスタ（RESF）のフォーマット,,,
LVIM,21. 3. 1 電圧検出レジスタ（LVIM）,図21－2電圧検出レジスタ（LVIM）のフォーマット,,,
LVIF,21. 3. 1 電圧検出レジスタ（LVIM）,図21－2電圧検出レジスタ（LVIM）のフォーマット,2,,
LVIOMSK,21. 3. 1 電圧検出レジスタ（LVIM）,図21－2電圧検出レジスタ（LVIM）のフォーマット,4,,
LVISEN,21. 3. 1 電圧検出レジスタ（LVIM）,図21－2電圧検出レジスタ（LVIM）のフォーマット,2,,
LVIS,21. 3. 2 電圧検出レベル・レジスタ（LVIS）,図21－3電圧検出レベル・レジスタ（LVIS）のフォーマット,,,
LVILV,21. 3. 2 電圧検出レベル・レジスタ（LVIS）,図21－3電圧検出レベル・レジスタ（LVIS）のフォーマット,2,,
LVIMD,21. 3. 2 電圧検出レベル・レジスタ（LVIS）,図21－3電圧検出レベル・レジスタ（LVIS）のフォーマット,2,,
WDTE,10. 3. 1 ウォッチドッグ・タイマ・イネーブル・レジスタ（WDTE）,図10－2ウォッチドッグ・タイマ・イネーブル・レジスタ（WDTE）のフォーマット,,,
CRCIN,22. 3. 2 CRC演算機能（汎用CRC）,図22－4CRC入力レジスタ（CRCIN）のフォーマット,,,
DSA0,15. 2. 1 DMA SFRアドレス・レジスタn（DSAn）,図15－1DMASFRアドレス・レジスタn（DSAn）のフォーマット,,,
DSA1,15. 2. 1 DMA SFRアドレス・レジスタn（DSAn）,図15－1DMASFRアドレス・レジスタn（DSAn）のフォーマット,,,
DRA0,15. 2. 2 DMA RAMアドレス・レジスタn（DRAn）,図15－2DMARAMアドレス・レジスタn（DRAn）のフォーマット,,,
DRA0L,15. 2. 2 DMA RAMアドレス・レジスタn（DRAn）,図15－2DMARAMアドレス・レジスタn（DRAn）のフォーマット,,,
DRA0H,15. 2. 2 DMA RAMアドレス・レジスタn（DRAn）,図15－2DMARAMアドレス・レジスタn（DRAn）のフォーマット,,,
DRA1,15. 2. 2 DMA RAMアドレス・レジスタn（DRAn）,図15－2DMARAMアドレス・レジスタn（DRAn）のフォーマット,,,
DRA1L,15. 2. 2 DMA RAMアドレス・レジスタn（DRAn）,図15－2DMARAMアドレス・レジスタn（DRAn）のフォーマット,,,
DRA1H,15. 2. 2 DMA RAMアドレス・レジスタn（DRAn）,図15－2DMARAMアドレス・レジスタn（DRAn）のフォーマット,,,
DBC0,15. 2. 3 DMAバイト・カウント・レジスタn（DBCn）,図15－3DMAバイト・カウント・レジスタn（DBCn）のフォーマット,,,
DBC0L,15. 2. 3 DMAバイト・カウント・レジスタn（DBCn）,図15－3DMAバイト・カウント・レジスタn（DBCn）のフォーマット,,,
DBC0H,15. 2. 3 DMAバイト・カウント・レジスタn（DBCn）,図15－3DMAバイト・カウント・レジスタn（DBCn）のフォーマット,,,
DBC1,15. 2. 3 DMAバイト・カウント・レジスタn（DBCn）,図15－3DMAバイト・カウント・レジスタn（DBCn）のフォーマット,,,
DBC1L,15. 2. 3 DMAバイト・カウント・レジスタn（DBCn）,図15－3DMAバイト・カウント・レジスタn（DBCn）のフォーマット,,,
DBC1H,15. 2. 3 DMAバイト・カウント・レジスタn（DBCn）,図15－3DMAバイト・カウント・レジスタn（DBCn）のフォーマット,,,
DMC0,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,,,
DWAIT0,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,2,,DWAITn
DS0,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,2,,DSn
DRS0,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,2,,DRSn
STG0,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,2,,STGn
DMC1,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,,,
DWAIT1,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,2,,DWAITn
DS1,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,2,,DSn
DRS1,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,2,,DRSn
STG1,15. 3. 1 DMAモード・コントロール・レジスタn（DMCn）,図15－4DMAモード・コントロール・レジスタn（DMCn）のフォーマット（1/3）,2,,STGn
DRC0,15. 3. 2 DMA動作コントロール・レジスタn（DRCn）,図15－5DMA動作コントロール・レジスタn（DRCn）のフォーマット,,,
DST0,15. 3. 2 DMA動作コントロール・レジスタn（DRCn）,図15－5DMA動作コントロール・レジスタn（DRCn）のフォーマット,3,,DSTn
DEN0,15. 3. 2 DMA動作コントロール・レジスタn（DRCn）,図15－5DMA動作コントロール・レジスタn（DRCn）のフォーマット,2,,DENn
DRC1,15. 3. 2 DMA動作コントロール・レジスタn（DRCn）,図15－5DMA動作コントロール・レジスタn（DRCn）のフォーマット,,,
DST1,15. 3. 2 DMA動作コントロール・レジスタn（DRCn）,図15－5DMA動作コントロール・レジスタn（DRCn）のフォーマット,3,,DSTn
DEN1,15. 3. 2 DMA動作コントロール・レジスタn（DRCn）,図15－5DMA動作コントロール・レジスタn（DRCn）のフォーマット,2,,DENn
IF2,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（1/2）",,,
TMIF05,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
TMIF06,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
TMIF07,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
PIF6,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
PIF7,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
PIF8,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
PIF9,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
PIF10,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
IF2L,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（1/2）",,,
IF2H,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（1/2）",,,
PIF11,"16. 3. 1 割り込み要求フラグ・レジスタ（IF0L, IF0H, IF1L, IF1H, IF2L, IF2H, IF3L）","図16－2割り込み要求フラグ・レジスタ（IF0L,IF0H,IF1L,IF1H,IF2L,IF2H,IF3L）のフォーマット（2/2）",1,,XXIFX
